Date,AAPL,GOOG,MSFT,AMZN,FB
2014-12-31,24.915260314941406,26.247936248779297,40.74140930175781,15.517499923706055,
2015-01-02,24.67824935913086,26.16865348815918,41.0133171081543,15.425999641418457,
2015-01-05,23.98302459716797,25.623151779174805,40.63616180419922,15.10949993133545,
2015-01-06,23.985275268554688,25.029281616210938,40.039737701416016,14.76449966430664,
2015-01-07,24.321605682373047,24.986400604248047,40.54844665527344,14.920999526977539,
2015-01-08,25.256099700927734,25.065183639526367,41.74131393432617,15.02299976348877,
2015-01-09,25.283184051513672,24.740575790405273,41.390464782714844,14.846500396728516,
2015-01-12,24.66019058227539,24.560070037841797,40.87297058105469,14.570500373840332,
2015-01-13,24.8791446685791,24.741073608398438,40.66246795654297,14.737000465393066,
2015-01-14,24.784345626831055,24.974931716918945,40.31163024902344,14.66349983215332,
2015-01-15,24.11168098449707,25.02080535888672,39.890625,14.34749984741211,
2015-01-16,23.92432975769043,25.334444046020508,40.55720520019531,14.536999702453613,
2015-01-20,24.540563583374023,25.275606155395508,40.68878936767578,14.472000122070312,
2015-01-21,24.727907180786133,25.83108139038086,40.276546478271484,14.862500190734863,
2015-01-22,25.3712158203125,26.64634132385254,41.33783721923828,15.515999794006348,
2015-01-23,25.502138137817383,26.923580169677734,41.38169479370117,15.619500160217285,
2015-01-26,25.52922248840332,26.68722915649414,41.23259353637695,15.482999801635742,
2015-01-27,24.63536262512207,25.86050033569336,37.41718673706055,15.337499618530273,
2015-01-28,26.0280704498291,25.4301815032959,36.12785720825195,15.195500373840332,
2015-01-29,26.83841896057129,25.463090896606445,36.84707260131836,15.58899974822998,
2015-01-30,26.445663452148438,26.65282440185547,35.4349479675293,17.726499557495117,
2015-02-02,26.7774658203125,26.351652145385742,36.206783294677734,18.223499298095703,
2015-02-03,26.781984329223633,26.38954734802246,36.487449645996094,18.177499771118164,
2015-02-04,26.987388610839844,26.066434860229492,36.697975158691406,18.237499237060547,
2015-02-05,27.180007934570312,26.306774139404297,37.23301315307617,18.694499969482422,
2015-02-06,26.95113182067871,26.477306365966797,37.19792556762695,18.714000701904297,
2015-02-09,27.130159378051758,26.31924057006836,37.15406036376953,18.527999877929688,
2015-02-10,27.651369094848633,26.77349281311035,37.364566802978516,18.649999618530273,
2015-02-11,28.299484252929688,26.725126266479492,37.171607971191406,18.756999969482422,
2015-02-12,28.657529830932617,27.072172164916992,37.794349670410156,18.85849952697754,
2015-02-13,28.798030853271484,27.375341415405273,38.478477478027344,19.09149932861328,
2015-02-17,28.967992782592773,27.067686080932617,38.49615478515625,18.771499633789062,
2015-02-18,29.169681549072266,26.911115646362305,38.45198059082031,18.668500900268555,
2015-02-19,29.10848617553711,27.069181442260742,38.42549133300781,18.950000762939453,
2015-02-20,29.346437454223633,26.87371826171875,38.74348831176758,19.183000564575195,
2015-02-23,30.139583587646484,26.522682189941406,38.999656677246094,19.006999969482422,
2015-02-24,29.95149040222168,26.731109619140625,38.946651458740234,18.929500579833984,
2015-02-25,29.185543060302734,27.11904525756836,38.858333587646484,19.26849937438965,
2015-02-26,29.554927825927734,27.697954177856445,38.9201545715332,19.239999771118164,
2015-02-27,29.110759735107422,27.843555450439453,38.73464584350586,19.007999420166016,
2015-03-02,29.253522872924805,28.488784790039062,38.76115798950195,19.283000946044922,
2015-03-03,29.314712524414062,28.603469848632812,38.23114776611328,19.230499267578125,
2015-03-04,29.128887176513672,28.59000587463379,38.036808013916016,19.13599967956543,
2015-03-05,28.646202087402344,28.6877384185791,38.08098220825195,19.39150047302246,
2015-03-06,28.689260482788086,28.306533813476562,37.4184684753418,19.004499435424805,
2015-03-09,28.81163215637207,28.364625930786133,37.85131072998047,18.92799949645996,
2015-03-10,28.21562957763672,27.67452049255371,37.12697219848633,18.475500106811523,
2015-03-11,27.701223373413086,27.483543395996094,37.082801818847656,18.318500518798828,
2015-03-12,28.202041625976562,27.699451446533203,36.23479080200195,18.711999893188477,
2015-03-13,28.007150650024414,27.291072845458984,36.552791595458984,18.52899932861328,
2015-03-16,28.315345764160156,27.649587631225586,36.71179962158203,18.667499542236328,
2015-03-17,28.788969039916992,27.466590881347656,36.8354606628418,18.59600067138672,
2015-03-18,29.11302947998047,27.898405075073242,37.542137145996094,18.756999969482422,
2015-03-19,28.89321517944336,27.82311248779297,37.35663604736328,18.66200065612793,
2015-03-20,28.530630111694336,27.941286087036133,37.877811431884766,18.92449951171875,
2015-03-23,28.827495574951172,27.863998413085938,37.860145568847656,18.75550079345703,
2015-03-24,28.709651947021484,28.431440353393555,37.895477294921875,18.704500198364258,
2015-03-25,27.959558486938477,27.86275291442871,36.62346267700195,18.54800033569336,
2015-03-26,28.154447555541992,27.682498931884766,36.40262222290039,18.36750030517578,
2015-03-27,27.930097579956055,27.34193229675293,36.19062805175781,18.527999877929688,
2015-03-30,28.63713836669922,27.525928497314453,36.18178939819336,18.72949981689453,
2015-03-31,28.1975040435791,27.324979782104492,35.91679382324219,18.604999542236328,
2015-04-01,28.156719207763672,27.05372428894043,35.96978759765625,18.51300048828125,
2015-04-02,28.39919662475586,26.70318603515625,35.58995056152344,18.612499237060547,
2015-04-06,28.859224319458008,26.764766693115234,36.70297622680664,18.851999282836914,
2015-04-07,28.55556297302246,26.777481079101562,36.685302734375,18.720500946044922,
2015-04-08,28.462648391723633,27.0063533782959,36.58811950683594,19.059999465942383,
2015-04-09,28.680194854736328,26.964967727661133,36.64113235473633,19.177000045776367,
2015-04-10,28.802562713623047,26.926572799682617,36.85313034057617,19.13249969482422,
2015-04-13,28.745914459228516,26.884687423706055,36.888465881347656,19.118000030517578,
2015-04-14,28.621274948120117,26.446889877319336,36.79130554199219,19.25550079345703,
2015-04-15,28.73004913330078,26.55359649658203,37.330142974853516,19.172500610351562,
2015-04-16,28.591814041137695,26.61692237854004,37.24181365966797,19.302000045776367,
2015-04-17,28.270021438598633,26.13075828552246,36.76479721069336,18.777999877929688,
2015-04-20,28.915870666503906,26.695707321166992,37.904300689697266,19.475500106811523,
2015-04-21,28.75951385498047,26.62540054321289,37.665802001953125,19.55900001525879,
2015-04-22,29.147016525268555,26.894411087036133,37.97498321533203,19.489999771118164,
2015-04-23,29.384963989257812,27.275115966796875,38.284149169921875,19.499500274658203,
2015-04-24,29.523197174072266,28.175643920898438,42.28571701049805,22.2549991607666,
2015-04-27,30.060266494750977,27.76849937438965,42.42703628540039,21.92799949645996,
2015-04-28,29.58664894104004,27.68400001525879,43.42521286010742,21.465499877929688,
2015-04-29,29.151554107666016,27.45400047302246,43.33687973022461,21.4685001373291,
2015-04-30,28.360673904418945,26.867000579833984,42.96588134765625,21.089000701904297,
2015-05-01,29.221805572509766,26.895000457763672,42.983551025390625,21.14349937438965,
2015-05-04,29.165149688720703,27.038999557495117,42.612548828125,21.152000427246094,
2015-05-05,28.507966995239258,26.540000915527344,42.04719543457031,21.059499740600586,
2015-05-06,28.328943252563477,26.211000442504883,40.88118362426758,20.954999923706055,
2015-05-07,28.50416374206543,26.53499984741211,41.2521858215332,21.3439998626709,
2015-05-08,29.04120635986328,26.910999298095703,42.17969512939453,21.684499740600586,
2015-05-11,28.74537467956543,26.78499984741211,41.84402847290039,21.642499923706055,
2015-05-12,28.642976760864258,26.45199966430664,41.82637023925781,21.551000595092773,
