,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,85782835,000001.XSHE,6.0274,0.3253,0.7094,1.3544,10.9125,1940591.875,2353.938,1940552.25,2353.8899,2022-08-16,6.4783
1,85781020,000002.XSHE,8.4802,0.8177,0.8113,0.424,-3.7517,1162538.375,1921.6759,971755.3125,1606.3116,2022-08-16,8.5317
2,85781144,000004.XSHE,-2.5737,3.1097,1.4477,5.1339999999999995,-42.7279,13284.8008,13.5372,11632.8477,11.8539,2022-08-16,-2.659
3,85780713,000005.XSHE,14.4905,0.4668,1.3926,5.2545,-727.6932,105853.6875,19.1595,105794.625,19.1488,2022-08-16,13.7802
4,85781944,000006.XSHE,17.7301,0.9609,0.7461,2.2271,-10.2852,134999.5,56.1598,134999.5,56.1598,2022-08-16,10.3675
5,85780663,000007.XSHE,76.411,2.7933,29.0404,11.2796,-284.059,34644.8047,28.1316,30894.8047,25.0866,2022-08-16,70.3807
6,85780861,000008.XSHE,-5.0106,0.4977,1.3222,2.9867,-41.868,278079.5312,68.1295,269393.4062,66.0014,2022-08-16,-4.886
7,85783282,000009.XSHE,41.0954,4.6238,5.0738,2.1203,160.8212,257921.3906,415.2534,255143.0312,410.7803,2022-08-16,40.0979
8,85781932,000010.XSHE,155.7893,2.1646,2.9894,2.1696,-397.2499,105869.2266,37.1601,52217.1484,18.3282,2022-08-16,158.4067
9,85782771,000011.XSHE,6.0919,0.8836,1.4983,1.2863,-1.8313,59597.9102,61.505,52647.5547,54.3323,2022-08-16,6.1262
10,85783090,000012.XSHE,16.0669,2.6705,1.9233,1.6054,75.4421,307069.2188,215.2555,195658.625,137.1567,2022-08-16,14.0752
11,85781226,000014.XSHE,33.0571,2.9439,2.1439,2.5784,-31.465,24204.623,20.0172,24204.623,20.0172,2022-08-16,56.5083
12,85782033,000016.XSHE,14.2713,0.7532,1.4506,0.2807,15.5226,240794.5469,133.641,159657.4375,88.6099,2022-08-16,14.7612
13,85780948,000017.XSHE,-944.5863,4.5458,315.7617,13.158,874.8924,55134.793,25.3069,30298.1016,13.9068,2022-08-16,-1273.819
14,85783759,000019.XSHE,20.7948,2.161,1.9965,0.9131,1647.5927,115253.5234,89.4367,41618.4844,32.2959,2022-08-16,20.8613
15,85782762,000020.XSHE,370.2218,0.7502,7.9917,3.7403,85.5368,28316.123,27.9197,18116.5391,17.8629,2022-08-16,387.6712
16,85781489,000021.XSHE,26.1342,2.3161,2.1712,1.3097,10.1466,156058.7656,213.6444,156001.3438,213.5658,2022-08-16,27.553
17,85781550,000023.XSHE,-16.6567,0.9227,4.0294,1.304,-7.2967,13875.624,15.2077,13875.624,15.2077,2022-08-16,-28.6752
18,85782486,000025.XSHE,65.1993,3.4161,6.4098,18.4963,183.1326,43105.832,93.3241,39277.832,85.0365,2022-08-16,71.2285
19,85781167,000026.XSHE,12.339,1.0656,1.4909999999999999,0.8716,-14.7609,42561.5195,43.9235,35943.7891,37.094,2022-08-16,11.3251
20,85783643,000027.XSHE,19.6114,0.6229,0.6686,0.8875,-309.2417,475739.0,308.7546,475739.0,308.7546,2022-08-16,14.5056
21,85782847,000028.XSHE,9.881,0.2028,0.8344,0.1792,-15.6053,42812.6992,124.4993,36773.3633,106.9369,2022-08-16,9.3158
22,85782024,000029.XSHE,32.845,0.6461,2.417,8.2265,-3.6366,101166.0,96.917,89166.0,85.421,2022-08-16,43.8864
23,85780933,000030.XSHE,15.6651,0.6044,1.4487,0.8137,20.5367,181055.2188,101.2099,176111.8438,98.4465,2022-08-16,12.0282
24,85782241,000031.XSHE,-57.297,0.598,0.7958,0.3427,-1.6492,428631.3438,150.4496,189074.8438,66.3653,2022-08-16,139.9399
25,85782257,000032.XSHE,85.79899999999999,0.4088,3.0578,0.38799999999999996,6.1173,113795.9219,176.9527,64476.3828,100.2608,2022-08-16,48.8507
26,85780200,000034.XSHE,50.3436,2.3808,2.2512,0.1067,-5.6501,66252.2188,135.4195,54217.0,110.8195,2022-08-16,56.8767
27,85782987,000035.XSHE,27.1759,2.8134,1.6482,1.1017,-24.6783,252377.7344,176.412,245334.5312,171.4888,2022-08-16,24.1997
28,85782282,000036.XSHE,17.378,0.3433,1.1982,3.7522,-3.5249,148393.4062,58.7638,147967.5312,58.5951,2022-08-16,14.4626
29,85784424,000037.XSHE,-11.142999999999999,3.8008,3.2882,6.9498,-46.119,60276.2578,51.8376,33889.5156,29.145,2022-08-16,-11.796
30,85783898,000038.XSHE,-4.3941,5.8229999999999995,1.1953,1.41,-5.5655,52277.7422,27.1321,25059.7402,13.005999999999998,2022-08-16,-4.3048
31,85782922,000039.XSHE,7.2851,1.06,1.0901,0.2935,4.8708,359501.3438,500.0664,153427.1406,213.4172,2022-08-16,7.5025
32,85783378,000040.XSHE,-13.6733,31.9463,0.6706,1.9469999999999998,-230.4913,148687.3906,77.3174,106034.0703,55.1377,2022-08-16,-13.0985
33,85783653,000042.XSHE,15.6907,0.1781,0.715,0.7198,-6.6953,66483.1172,57.6409,66396.9766,57.5662,2022-08-16,27.9906
34,85780146,000045.XSHE,111.9609,0.8,1.4353,1.6721,-84.7606,50652.1836,40.3191,45702.1836,36.3789,2022-08-16,65.9215
35,85780829,000046.XSHE,-0.6243,0.5856,1.4947,0.6757,-0.501,519620.0625,74.3057,519359.75,74.2684,2022-08-16,-0.6602
36,85782785,000048.XSHE,-62.7708,1.1406,5.7982,5.9708,7.3667,52323.9258,99.2062,52323.9258,99.2062,2022-08-16,25.4806
37,85782362,000049.XSHE,17.5554,5.2711,4.2493,0.6953,-72.9999,30027.1895,142.7493,29850.1914,141.9078,2022-08-16,17.9838
38,85783098,000050.XSHE,15.2123,0.33399999999999996,0.8283,0.7822,13.2005,245774.7656,248.4783,237577.375,240.1907,2022-08-16,16.1093
39,85780641,000055.XSHE,30.941,5.4395,1.0711,1.6578,-23.1482,107387.4219,59.0631,67741.3359,37.2577,2022-08-16,26.5849
40,85781775,000056.XSHE,-5.0387,5.1752,1.9358,8.6485,-385.5014,117452.875,64.3642,90372.875,49.5243,2022-08-16,-5.5614
41,85782865,000058.XSHE,175.9004,2.0962,4.1241,4.1292,26.0954,123120.0703,82.7367,98468.375,66.1707,2022-08-16,178.3784
42,85782656,000059.XSHE,18.1653,9.5736,0.8448,0.2891,-16.5253,159944.25,119.9582,159944.25,119.9582,2022-08-16,13.4199
43,85779957,000060.XSHE,13.4212,1.1992,1.3414,0.3341,9.49,373754.2188,167.4419,373728.3438,167.4303,2022-08-16,14.2907
44,85779861,000061.XSHE,26.4247,0.3493,1.7688,2.4007,-1540.3718,169696.4062,99.2724,169693.6719,99.2708,2022-08-16,26.53
45,85780805,000062.XSHE,15.152000000000001,0.2608,2.3148,0.5521,9.934,104590.9297,132.8305,104455.2969,132.6582,2022-08-16,15.0357
46,85783276,000063.XSHE,16.8269,0.6488,2.193,0.9916,9.2572,473611.25,1152.2961,389470.0938,947.5807,2022-08-16,16.9133
47,85779832,000065.XSHE,14.3098,10.0655,1.2995,0.6895,-4.7696,100170.3359,94.5608,90527.9844,85.4584,2022-08-16,15.1611
48,85784048,000066.XSHE,51.1527,0.8322,2.4287,1.8689,19.038,322579.9062,327.096,314679.3125,319.0848,2022-08-16,54.7327
49,85784030,000068.XSHE,-45.7601,1.6293,14.9739,3.3836,-23.6942,100667.1484,37.9515,100667.1484,37.9515,2022-08-16,-38.8287
50,85783330,000069.XSHE,14.4084,0.4743,0.5709,0.4363,9.158,820179.375,442.8969,705555.4375,380.9999,2022-08-16,11.6579
51,85784467,000070.XSHE,-9.437000000000001,2.3133,3.0741,1.5241,-6.1658,84458.3516,58.783,83280.9453,57.9635,2022-08-16,-9.5048
52,85782543,000078.XSHE,131.6278,0.3976,1.6244,0.2386,-7.3313,275083.3125,95.729,262119.9531,91.2177,2022-08-16,102.6086
53,85781629,000088.XSHE,24.88,0.3834,1.2688,15.7604,35.4073,224916.1719,114.2574,224916.1719,114.2574,2022-08-16,24.7625
54,85784099,000089.XSHE,-36.661,0.3263,1.2185,4.4359,100.4033,205076.9531,140.4777,205074.2344,140.4759,2022-08-16,-407.9017
55,85780689,000090.XSHE,5.5037,0.9735,1.0901,0.4591,6.6146,186854.5469,105.5728,186834.6094,105.5616,2022-08-16,5.4606
56,85783343,000096.XSHE,79.3921,0.6066,2.0357,3.1267,328.4785,52800.0,51.5328,51084.8008,49.8588,2022-08-16,76.1144
57,85782115,000099.XSHE,22.3154,1.6641,1.3377,3.7081,6.105,77577.0156,63.3804,71021.5156,58.0246,2022-08-16,25.714000000000002
58,85783356,000100.XSHE,6.9637,0.6859,1.5202,0.3644,8.51,1403064.25,627.1697,1341708.75,599.7438,2022-08-16,6.2359
59,85784461,000150.XSHE,-2.1466,4.0036,-3.0551,1.2224,-36.0383,87769.7578,15.1842,80599.0234,13.9436,2022-08-16,-2.2266
60,85783827,000151.XSHE,115.0797,4.1189,4.6557,1.5132,9.3697,33737.0742,41.5641,26654.3965,32.8382,2022-08-16,521.3352
61,85781993,000153.XSHE,21.0011,1.141,1.689,0.7178,-101.3397,31214.123,25.8453,31197.7227,25.8317,2022-08-16,22.5531
62,85779867,000155.XSHE,88.5561,2.2948,6.7076,9.5394,20.0324,147592.6875,333.8546,129693.1328,293.3659,2022-08-16,98.1994
63,85782167,000156.XSHE,15.2862,0.2092,0.9537,1.5007,-21.4008,185293.25,135.0788,156505.5156,114.0925,2022-08-16,14.8963
64,85782940,000157.XSHE,11.2106,0.2699,0.9616,0.9187,-20.7479,867799.25,533.6965,706872.6875,434.7267,2022-08-16,8.5122
65,85781551,000158.XSHE,77.4281,1.1663,1.7021,0.9052,-17.4509,159861.6719,103.2706,157704.875,101.8774,2022-08-16,78.8301
66,85783082,000159.XSHE,14.6477,4.1484,1.5965,3.4360000000000004,-52.5123,48068.5977,40.4738,48068.5977,40.4738,2022-08-16,146.3118
67,85784172,000166.XSHE,13.0213,0.1559,1.1153,3.4332,4.5514,2503994.5,1046.6697,2253550.75,941.9842,2022-08-16,11.1367
68,85782630,000301.XSHE,38.2457,0.924,5.5386,2.635,-11.6816,621323.6875,1432.1511,483499.4688,1114.4662,2022-08-16,31.5202
69,85780293,000333.XSHE,12.5703,0.2385,3.0515,1.0479,20.4805,699802.1875,3680.9595,684934.6875,3602.7566,2022-08-16,12.8824
70,85783349,000338.XSHE,14.89,0.5469,1.4294,0.5779,8.9591,872655.6875,1035.8423,504976.25,599.4068,2022-08-16,11.1929
71,85782843,000400.XSHE,31.0804,4.5553,2.381,1.7692,24.4687,100832.7344,232.9236,100826.9844,232.9103,2022-08-16,32.1552
72,85783750,000401.XSHE,9.3848,0.5785,0.7889,0.6813,-8.054,265821.3438,246.6822,154729.8594,143.5893,2022-08-16,8.7781
73,85783996,000402.XSHE,8.3747,0.4395,0.4454,0.6187,-2.4514,298893.0,169.1734,298782.9062,169.1111,2022-08-16,10.2978
74,85783690,000403.XSHE,35.9604,1.7265,2.4761,7.2382,-60.4628,73297.0312,158.3216,60317.4922,130.2858,2022-08-16,40.4848
75,85781453,000404.XSHE,21.6224,9.0714,1.3714,0.3444,9.215,69599.6016,46.7709,69576.6797,46.7555,2022-08-16,25.2225
76,85784020,000407.XSHE,-343.3331,1.0138,1.3526,0.7839,85.7793,88008.4688,35.3794,87570.6172,35.2034,2022-08-16,32.1534
77,85781140,000408.XSHE,16.2885,0.7879999999999999,6.1144,9.1252,18.1538,158043.5,550.3075,158041.8594,550.3017,2022-08-16,38.5548
78,85781886,000409.XSHE,234.0092,5.4898,6.8241,5.8017,-106.1975,51093.1172,34.59,40563.125,27.4612,2022-08-16,196.5621
79,85782925,000410.XSHE,-12.0828,0.1711,-18.6688,5.0632,-20.6133,168403.5938,89.2539,168091.5938,89.0885,2022-08-16,-10.3385
80,85783657,000411.XSHE,18.2891,0.557,1.7842,0.1162,-33.2817,30651.8398,31.8473,29876.166,31.0413,2022-08-16,18.9782
81,85783985,000413.XSHE,-4.106,1.4337,0.4914,2.0336,-33.8159,563275.0,117.1612,486416.6562,101.1747,2022-08-16,-4.1838
82,85784154,000415.XSHE,-9.0049,0.7079,0.5644,0.5115,-1.2243,618452.125,141.0071,399235.25,91.0256,2022-08-16,-11.4441
83,85782776,000416.XSHE,241.2365,1.6917,2.2285,39.6079,87.1351,53187.1484,19.5197,53164.1094,19.5112,2022-08-16,143.4358
84,85780951,000417.XSHE,22.8277,0.9292,0.7922,0.5233,5.837999999999999,77988.4219,33.535,77902.7422,33.4982,2022-08-16,18.5431
85,85781077,000419.XSHE,16.2741,1.1346,0.9206,1.1924,10.2095,54358.2656,27.3422,54329.9844,27.328000000000003,2022-08-16,19.7458
86,85780281,000420.XSHE,-57.9857,2.2222,2.9719,3.3585,192.47400000000002,245886.8281,121.714,216727.7031,107.2802,2022-08-16,-94.1886
87,85783781,000421.XSHE,43.3018,2.2077,1.0758,0.7626,6.9778,57833.1953,29.9576,57264.6953,29.6631,2022-08-16,30.3674
88,85780004,000422.XSHE,8.5734,2.5693,5.6181,0.8341,14.4858,89786.6719,171.0436,89780.9219,171.0327,2022-08-16,10.9013
89,85779893,000423.XSHE,49.7806,0.7308,2.4351,6.1321,14.0397,65402.1523,245.6505,65402.1523,245.6505,2022-08-16,55.7739
90,85783496,000425.XSHE,8.2727,,1.1592,0.5516,-77.2832,783366.8125,437.9021,782144.8125,437.2189,2022-08-16,7.7993
91,85781969,000426.XSHE,67.2611,3.133,2.4574,6.8776,103.9886,183719.2188,133.3802,147534.2188,107.1098,2022-08-16,54.1172
92,85780391,000428.XSHE,25.8179,1.1312,1.9106,6.9352,31.8912,101892.6016,39.7381,101888.25,39.7364,2022-08-16,47.1782
93,85780060,000429.XSHE,8.8231,0.0958,1.859,2.9989999999999997,45.5546,209080.6094,152.8379,130332.4062,95.273,2022-08-16,8.9883
94,85783545,000430.XSHE,-15.0833,1.1355,1.9131,13.7329,48.0558,40481.7695,24.9773,33173.8789,20.4683,2022-08-16,-18.4773
95,85782942,000488.XSHE,15.8405,0.5661,0.8678,0.5058,-9.4789,298420.8125,158.4615,169487.6406,89.9979,2022-08-16,7.6718
96,85783010,000498.XSHE,5.8292,3.6275,1.215,0.2095,-51.7481,156056.6875,128.9028,74739.1172,61.7345,2022-08-16,6.0378
97,85781220,000501.XSHE,11.9701,0.4729,0.7374,1.1309,5.8488,76899.2734,79.1294,76807.3125,79.0347,2022-08-16,10.5166
98,85782089,000503.XSHE,-71.9332,6.581,15.1903,38.7905,-51.5062,90721.5234,109.5009,89877.9922,108.4827,2022-08-16,-62.2795
99,85783934,000504.XSHE,-422.912,0.3361,239.7192,22.6563,58.2343,31157.3906,45.0847,31067.3203,44.9544,2022-08-16,-235.7255
100,85784039,000505.XSHE,31.6517,2.4763,2.1959999999999997,0.5209,77.0505,72695.0234,64.844,62081.5352,55.3767,2022-08-16,31.7148
101,85782058,000506.XSHE,20.1275,4.4696,5.1848,3.8551,87.5026,92901.7734,33.2588,92867.0938,33.2464,2022-08-16,-25.7607
102,85784291,000507.XSHE,12.7652,1.0688,1.0337,0.8228,-6.1832,91973.4922,53.5286,90233.7734,52.5161,2022-08-16,12.0046
103,85782919,000509.XSHE,-240.9023,0.5904,29.8274,7.1997,-91.9252,107312.8047,41.7447,107310.9844,41.744,2022-08-16,-739.4862
104,85782716,000510.XSHE,15.5728,6.0728,2.949,1.2974,26.6782,60918.2266,41.0589,56318.5742,37.9587,2022-08-16,13.7076
105,85783527,000513.XSHE,17.0603,0.7448,2.2948,2.4341,48.2224,93499.7969,295.2724,60530.5625,191.1555,2022-08-16,16.6287
106,85780320,000514.XSHE,24.4295,2.5932,1.0221,3.1458,-132.0197,84377.0938,35.4384,84377.0938,35.4384,2022-08-16,21.8593
107,85784213,000516.XSHE,-21.9743,1.4053,4.7406,9.044,-27.1655,227525.5156,234.5788,190723.75,196.6362,2022-08-16,-28.5317
108,85781995,000517.XSHE,6.642,1.3411,1.0335,0.506,7.2832,318392.25,94.2441,249698.2344,73.9107,2022-08-16,8.6755
109,85783408,000518.XSHE,-72.1645,0.5088,5.5474,9.7835,-426.3212,102955.625,32.3281,102953.5703,32.3274,2022-08-16,-92.9237
110,85783539,000519.XSHE,73.1288,1.5319,5.3072,6.5084,67.5212,139255.8906,490.0415,139148.9688,489.6652,2022-08-16,100.9697
111,85782963,000520.XSHE,32.9573,0.7677,6.2567,3.4838,69.8,101208.3438,33.0951,101208.3438,33.0951,2022-08-16,34.4079
112,85783250,000521.XSHE,90.9549,3.8106,0.9826,0.2627,10.9641,102992.375,47.0675,87580.8828,40.0245,2022-08-16,90.6917
113,85782100,000523.XSHE,3.7910000000000004,0.4985,5.4456,2.1314,-437.5277,161242.0156,55.951,137684.1875,47.7764,2022-08-16,3.8443
114,85783273,000524.XSHE,-41.6755,0.5013,2.8685,4.3213,-33.1434,67020.8594,61.5922,67014.0156,61.5859,2022-08-16,-48.1947
115,85783601,000525.XSHE,-2.8798,2.5001,11.7537,1.8624,-531.5135,58077.2891,99.6606,57451.4844,98.5867,2022-08-16,-2.6618
116,85782365,000526.XSHE,-3.3331,1.033,4.2132,0.7714,-2.3133,11776.2705,18.0059,11176.7383,17.0892,2022-08-16,-3.3592
117,85783557,000528.XSHE,16.1078,0.6473,0.8018,0.4582,-7.3388,195502.0,122.7753,95863.7266,60.2024,2022-08-16,12.3353
118,85781265,000529.XSHE,11.2611,0.765,1.6535,0.991,5.718999999999999,58379.0312,37.6545,56988.4375,36.7575,2022-08-16,11.3731
119,85782429,000530.XSHE,-21.671,27.0989,1.8384,2.5168,-110.5,84321.25,54.8088,59858.2305,38.9079,2022-08-16,-20.3705
120,85782165,000531.XSHE,-298.6814,3.0605,1.3719,1.7708,55.1551,82209.9375,67.9876,82209.9375,67.9876,2022-08-16,42.3662
121,85782113,000532.XSHE,19.7776,0.6946,3.4211,6.0439,-25.04,34470.8359,39.8138,34354.9727,39.68,2022-08-16,20.6319
122,85781361,000533.XSHE,-286.6581,9.958,4.8793,2.256,-93.8508,69081.6016,33.5046,68490.2422,33.2178,2022-08-16,-262.5795
123,85784152,000534.XSHE,69.8975,1.5585,6.4606,9.8412,65.7384,50062.3086,73.892,49241.6484,72.6807,2022-08-16,77.5424
124,85782610,000536.XSHE,-18.2969,11.4432,1.4059,2.3445,-15.8,276603.2812,71.9169,276308.25,71.8401,2022-08-16,-32.1411
125,85782731,000537.XSHE,-13.3553,3.1022,1.5756,2.1494,8.1151,186252.0781,250.50900000000001,186252.0781,250.50900000000001,2022-08-16,-18.4492
126,85783396,000538.XSHE,33.1402,0.4688,2.6393,2.7603,-32.0585,179643.8281,979.2385,84849.0625,462.5123,2022-08-16,34.9276
127,85781168,000539.XSHE,-6.4253,1.4712,0.9969,0.4836,28.0352,525028.375,225.7622,255390.9844,109.8181,2022-08-16,-7.1722
128,85781553,000540.XSHE,-1.4482,1.8247,1.0051,0.9319,-10.0366,700525.4375,109.9825,697442.5625,109.4985,2022-08-16,-1.7142
129,85779858,000541.XSHE,40.5314,5.0025,2.0622,2.0469999999999997,-41.0509,136199.4688,106.0994,105650.1016,82.3014,2022-08-16,42.4241
130,85782790,000543.XSHE,-8.9341,2.7364,0.9417,0.5038,28.4444,226686.3281,116.9701,226686.3281,116.9701,2022-08-16,-8.7487
131,85782201,000544.XSHE,13.2283,1.8976,1.0089,1.0572,18.5458,97468.4453,64.5241,97468.4453,64.5241,2022-08-16,12.6849
132,85781281,000545.XSHE,48.3931,10.6041,2.6365,1.8463,-1776.2903,98683.3125,51.413999999999994,98540.3125,51.3395,2022-08-16,47.9103
133,85782146,000546.XSHE,156.3826,2.6406,2.8279,1.7381,445.5101,78078.1953,142.3366,71434.3125,130.2248,2022-08-16,164.93200000000002
134,85782439,000547.XSHE,33.945,4.9532,2.2354,4.8495,-37.7871,160368.5156,203.9887,157714.7656,200.6132,2022-08-16,31.6654
135,85782302,000548.XSHE,53.7443,3.2476,1.2575,5.5231,10.3017,49921.582,23.0638,49918.8828,23.0625,2022-08-16,44.4489
136,85784077,000550.XSHE,23.354,2.4828,1.653,0.4568,-14.3916,86321.3984,145.1063,51846.3164,87.1537,2022-08-16,25.2725
137,85782151,000551.XSHE,39.9,6.216,2.1866,1.194,-64.7365,40398.4805,45.0847,40008.0391,44.648999999999994,2022-08-16,41.4011
138,85782069,000552.XSHE,9.946,2.4231,1.1623,1.9971,-107.6975,250754.8906,100.5527,250429.7812,100.4223,2022-08-16,13.8895
139,85782764,000553.XSHE,59.9722,0.1735,1.2264,0.7959999999999999,-119.9491,232981.1719,261.6379,217706.75,244.4847,2022-08-16,166.22799999999998
140,85783323,000554.XSHE,284.4348,3.0363,2.9783,0.9413,-49.19,48079.332,27.5975,36264.9727,20.8161,2022-08-16,335.244
141,85780085,000555.XSHE,30.0261,0.7493,1.8667,0.9838,324.0503,98365.375,110.5627,97363.3281,109.4364,2022-08-16,29.3907
142,85784214,000557.XSHE,27.8838,0.794,1.2149,4.6052,23.6101,145837.4688,66.2102,145791.625,66.1894,2022-08-16,29.3388
143,85781052,000558.XSHE,-41.1377,1.3105,3.3101,28.6825,-22.848000000000003,128922.3984,36.8718,128862.1484,36.8546,2022-08-16,-39.1432
144,85781693,000559.XSHE,26.0626,1.156,2.4913,1.3686,19.4811,330379.125,203.8439,275303.75,169.8624,2022-08-16,29.6935
145,85783560,000560.XSHE,-24.6681,1.5771,0.5907,0.4877,-5.2504,235550.0781,61.0075,224994.3125,58.2735,2022-08-16,36.7603
146,85784247,000561.XSHE,61.596000000000004,6.211,3.339,3.7768,-17.7312,60469.2305,55.7526,60215.4922,55.5187,2022-08-16,50.3498
147,85783992,000563.XSHE,16.4562,0.5326,0.9932,6.4371,-69.4796,396401.2812,124.8664,396401.2812,124.8664,2022-08-16,17.053
148,85781891,000564.XSHE,-66.059,2.3524,1.6282,14.0578,-130.1633,1916377.75,201.2197,1518134.875,159.4042,2022-08-16,-29.2794
149,85782938,000565.XSHE,34.6019,6.6663,2.5842,6.9212,48.5051,43359.2227,33.6901,43359.2227,33.6901,2022-08-16,47.2724
150,85782349,000566.XSHE,-4.0784,1.087,2.7212,2.805,21.4509,129736.5156,57.9922,116539.0234,52.0929,2022-08-16,-3.7284
151,85780445,000567.XSHE,25.5225,0.7925,3.1326,16.3622,-43.6267,92965.1406,149.6739,92767.2109,149.3552,2022-08-16,39.0424
152,85780091,000568.XSHE,37.0925,0.2936,10.3801,14.6414,138.9814,147161.5,3213.8601,146450.4531,3198.3315,2022-08-16,40.3977
153,85784174,000570.XSHE,80.4841,2.7816,1.2916,1.6189,29.2885,70569.25,38.1074,49887.4336,26.9392,2022-08-16,36.9952
154,85783397,000571.XSHE,-25.56,1.2347,4.5032,1.4219,7.2,81406.3984,20.1074,81403.6328,20.1067,2022-08-16,-13.634
155,85782519,000572.XSHE,85.5426,2.0948,2.6885,4.4332,57.9682,164463.6406,97.198,164215.5156,97.0514,2022-08-16,87.03399999999999
156,85784041,000573.XSHE,29.0389,2.1813,1.2669,1.9247,-5.4233,63828.0586,20.3612,63293.0039,20.1905,2022-08-16,14.4796
157,85783257,000576.XSHE,473.5756,3.3045,3.6919,12.4871,-37.7036,44286.1328,60.8934,42948.9258,59.0548,2022-08-16,191.1388
158,85783459,000581.XSHE,7.8373,0.3618,1.036,1.4412,49.6819,100860.3281,192.0381,81693.3984,155.5442,2022-08-16,7.4567
159,85784018,000582.XSHE,12.9703,0.3918,1.2495,2.2119999999999997,19.4905,177222.9531,133.6261,140786.7656,106.1532,2022-08-16,12.9956
160,85782701,000584.XSHE,-10.2324,8.087,3.4774,4.3964,-37.4065,76093.7578,62.2447,74597.8984,61.0211,2022-08-16,-10.5873
161,85784046,000586.XSHE,69.808,6.473,6.1481,4.1944,-153.4832,19344.0,18.3768,19344.0,18.3768,2022-08-16,70.2978
162,85784145,000587.XSHE,-2.2544,3.8003,-15.1681,37.2893,30478.042999999998,212374.9375,33.1305,121301.1875,18.923,2022-08-16,-2.1725
163,85784382,000589.XSHE,17.3054,1.2069,0.9356,0.7546,-10.2335,114748.8516,55.9974,104679.4609,51.0836,2022-08-16,15.1453
164,85779849,000590.XSHE,77.0396,1.1584,3.0555,6.6895,-11.9041,23947.127,21.1693,23937.623,21.1609,2022-08-16,59.735
165,85779747,000591.XSHE,22.0051,2.1831,1.6827,3.7319999999999998,74.7869,300709.8125,255.0019,300706.25,254.9989,2022-08-16,21.5948
166,85781138,000592.XSHE,-14.2945,9.5345,2.2845,3.7324,-132.7529,193178.0938,59.3057,191393.6875,58.7579,2022-08-16,-15.3133
167,85782142,000593.XSHE,44.17,2.4163,2.1392,1.5129,-30.7532,35863.1016,22.9165,35845.6328,22.9054,2022-08-16,45.3861
168,85780023,000595.XSHE,-59.8184,17.4976,14.0511,56.7689,-122.2637,113865.6328,104.0732,113804.3984,104.0172,2022-08-16,-58.698
169,85782306,000596.XSHE,46.4691,0.3336,7.625,8.6394,21.9187,52860.0,1318.7513,40860.0,1019.3753,2022-08-16,57.3896
170,85783078,000597.XSHE,57.2287,0.4586,1.6732,0.8686,19.3342,142438.3281,73.6406,133665.4688,69.1051,2022-08-16,74.3641
171,85781707,000598.XSHE,9.5535,0.4088,1.0967,2.127,120.8644,298621.875,148.1164,296922.875,147.2737,2022-08-16,9.9112
172,85783225,000599.XSHE,-6.8017,3.7045,1.247,0.9670000000000001,23.4597,81679.25,35.0404,81674.4453,35.0383,2022-08-16,-10.9398
173,85780064,000600.XSHE,-3.8159,7.8462,0.9642,0.5849,239.1013,179162.6406,93.1646,109004.4141,56.6823,2022-08-16,-4.215
174,85780700,000601.XSHE,290.1463,3.1283,1.5709,2.0285,38.3424,108055.1641,73.9097,107986.1797,73.8625,2022-08-16,267.1101
175,85783741,000603.XSHE,18.4104,1.1152,3.1263,4.8789,51.1966,68996.9375,82.7273,58880.9727,70.5983,2022-08-16,19.6182
176,85780430,000605.XSHE,259.6491,2.0453,1.1185,1.2921,-14.6419,35265.8594,23.4518,33719.3672,22.4234,2022-08-16,204.986
177,85781816,000606.XSHE,-2.6127,6.0445,-6.5236,14.684000000000001,-28.1252,76579.9375,17.5368,70720.1641,16.1949,2022-08-16,-2.7887
178,85782805,000607.XSHE,43.2836,1.8508,3.2391,2.4709,-78.5996,101769.8438,48.1371,88491.7812,41.8566,2022-08-16,41.0348
179,85783113,000608.XSHE,33.0205,5.9698,0.7153,3.8209,859.1626,74991.3281,22.3474,74980.1875,22.3441,2022-08-16,34.7716
180,85781173,000609.XSHE,-4.4359,3.6112,2.0297,2.0896,-88.4445,29926.5527,16.7289,29208.9023,16.3278,2022-08-16,-4.453
181,85783663,000610.XSHE,-20.1301,1.2868,2.7096,3.8227,37.0074,23674.791,20.8575,23542.1895,20.7407,2022-08-16,-28.5452
182,85783405,000612.XSHE,19.8588,1.7058,1.4963,1.544,-446.4721,119219.9375,77.7314,119047.9609,77.6193,2022-08-16,19.5985
183,85783190,000615.XSHE,-17.5127,1.9228,4.0621,4.5342,98.9366,78118.0312,56.4012,77963.5312,56.2897,2022-08-16,-22.2602
184,85781744,000616.XSHE,65.2688,0.8352,0.539,61.2539,-23.4659,143023.4375,24.6,143023.4375,24.6,2022-08-16,54.5046
185,85782781,000617.XSHE,10.8724,0.5078,0.6538,1.9172,1.3748,1264207.875,601.763,1264207.875,601.763,2022-08-16,10.8423
186,85780875,000619.XSHE,-20.8701,20.7428,1.298,0.5936,-51.358999999999995,36000.0,29.52,36000.0,29.52,2022-08-16,-20.5773
187,85780985,000620.XSHE,-1.1011,2.3799,1.9699,0.5053,75.5457,189669.0469,43.6239,189662.4219,43.6224,2022-08-16,-1.1206
